"","date","name","speech"
"230","October 20, 2012","Barack Obama","
    Hi, everybody. In recent weeks, you might have noticed something or maybe even heard the sound of it if you live close enough. New homes are going up. In fact, construction workers are breaking ground on new homes in America at the fastest pace in more than 4 years.
At the same time, more homes are being sold. Home values are back on the rise. And foreclosure filings are at their lowest point in the 5 years since the housing bubble burst and left millions of responsible families holding the bag.
Now, we're not where we need to be yet. Too many homes are still underwater. Too many families are still having a hard time making the mortgage on their piece of the American Dream. But one of the heaviest drags on our recovery is getting lighter. Now we have to build on the progress we've made and keep moving forward.
I never believed that the best way to deal with the housing market was to just sit back, do nothing, and simply wait for things to hit bottom. That would have been a disaster for all the responsible families who—through no fault of their own—are struggling to make ends meet.
Instead, I've made helping those homeowners a priority. Since I took office, my administration has taken action to help millions of families stay in their homes. We teamed up with attorneys general in almost every State to investigate and crack down on the practices that caused this mess. And in the end, we secured a $25 billion settlement from the biggest banks—one of the biggest settlements in history—and used it to provide relief to families all across America.
We've taken action to help responsible homeowners refinance their mortgages. As a result, just this year, hundreds of thousands of Americans who were stuck in high-interest loans have been able to take advantage of historically low rates and are saving thousands of dollars every year.
And now I want every homeowner in America to have that chance. I just wish it didn't require an act of Congress. But it does. So, back in February, I sent Congress a plan to give every responsible homeowner the chance to save about $3,000 a year on their mortgage by refinancing at historically low rates. That's the equivalent of a $3,000 tax cut.
It's a plan that we know will work. It has the support of independent, nonpartisan economists and leaders across the housing industry. It's a no-brainer that should have passed easily.
But Republicans in Congress banded together and kept this plan from even coming to a vote. They banded together and prevented millions of Americans—including many of you listening today—from saving $3,000 a year. That's money that could have gone back into the value of your home or your kid's college savings account. That's money that could have gone into your local businesses so they could hire and create more jobs in your town.
But Republicans in Congress still won't let that happen. And that's only held back the economy, when we should be doing everything we can to accelerate our economic engine.
Let's be honest. Republicans in Congress won't act on this plan before the election. But maybe they'll come to their senses afterward if you give them a push. So contact your Representative, especially if this plan will help you or somebody you know. Tell him or her that American homeowners have waited long enough. Tell them that it's time for Congress to stop standing in the way of our recovery and start standing up for you. Thanks, and have a great weekend.
  "
"231","September 08, 2012","Barack Obama","
    This week, we mark the 11th anniversary of the September 11 attacks. It's a time to remember the nearly 3,000 innocent men, women, and children we lost and the families that they left behind. It's a chance to honor the courage of the first-responders who risked their lives on that day and every day since. And it's an opportunity to give thanks for our men and women in uniform who have served and sacrificed—sometimes far from home—to keep our country safe.
This anniversary is about them. It's also a time to reflect on just how far we've come as a nation these past 11 years.
On that clear September morning, as America watched the towers fall and the Pentagon burn and the wreckage smoldering in a Pennsylvania field, we were filled with questions. Where had the attacks come from, and how would America respond? Would they fundamentally weaken the country we love? Would they change who we are?
The last decade has been a difficult one, but together, we have answered those questions and come back stronger as a nation.
We took the fight to Al Qaida, decimating their leadership, and put them on the path to defeat. And thanks to the courage and skill of our intelligence personnel and Armed Forces, Usama bin Laden will never threaten America again.
Instead of pulling back from the world, we've strengthened our alliances, while improving our security here at home. As Americans, we refuse to live in fear. Today, a new tower rises above the New York skyline. And our country is stronger, safer, and more respected in the world.
Instead of turning on each other, we resisted the temptation to give in to mistrust and suspicion. I've always said that America is at war with Al Qaida and its affiliates and we will never be at war with Islam or any other religion. We are the United States of America. Our freedom and diversity make us unique, and they will always be central to who we are as a nation.
Instead of changing who we are, the attacks have brought out the best in the American people. More than 5 million members of the 9/11 generation have worn America's uniform over the past decade, and we've seen an outpouring of good will towards our military, our veterans, and their families. Together, they've done everything we've asked of them. We've ended the war in Iraq and brought our troops home. We brought an end to the Taliban regime. We've trained Afghan security forces and forged a partnership with a new Afghan Government. And by the end of 2014, the transition in Afghanistan will be complete, and our war there will be over.
And finally, instead of turning inward with grief, we've honored the memory of those we lost by giving back to our communities, serving those in need, and reaffirming the values at the heart of who we are as a people. That's why we mark September 11 as a National Day of Service and Remembrance, because we are one American family. And we look out for each other, not just on the difficult days, but every day.
Eleven years later, that's the legacy of 9/11: the ability to say with confidence that no adversary and no act of terrorism can change who we are. We are Americans, and we will protect and preserve this country we love. On this solemn anniversary, let's remember those we lost, let us reaffirm the values they stood for, and let us keep moving forward as one Nation and one people.
  "
"232","September 01, 2012","Barack Obama","
    Hi, everybody. On Friday, I visited Fort Bliss in Texas, where I met with some of our extraordinary men and women in uniform to mark the second anniversary of the end of major combat in Iraq.
It was a chance to thank our troops for the outstanding work they've done over the last decade. Fort Bliss is home to soldiers who took part in every major phase of the Iraq war: from the initial assault on Baghdad, to the years of fighting block by block, to the partnership with the Iraqi people that helped give them a chance to forge their own destiny.
And while the war itself remains a source of controversy here at home, one thing will never be in doubt: The members of our Armed Forces are patriots in every sense of the word. They met every mission and performed every task that was asked of them with precision, commitment, and skill. And now, with no Americans fighting in Iraq, it's my privilege, on behalf of a grateful nation, to once again congratulate these men and women on a job well done.
This anniversary is a chance to appreciate how far we've come. But it's also a reminder that there is still difficult work ahead of us in Afghanistan. Some of the soldiers I met at Fort Bliss had just come home from the battlefield, and others are getting ready to ship out.
We've broken the Taliban's momentum in Afghanistan and begun the transition to an Afghan lead. Next month, the last of the troops I ordered as part of the surge against the Taliban will come home, and by 2014, the transition to Afghan lead will be complete.
But as long as we have a single American in harm's way, we will continue to do everything in our power to keep them safe and help them succeed. That means giving them a clear mission and the equipment they need on the frontlines. But it also means taking care of our veterans and their families. Because no one who fights for this country should have to fight for a job or a roof over their head when they come home.
I also told our soldiers at Bliss that part of honoring their service means strengthening the nation they fought so hard to protect. As we turn the page on a decade of war, it's time to do some nation-building here at home.
My grandfather's generation came back from World War II and helped form the backbone of the greatest middle class in history. They helped this country come back stronger than before. Today's veterans have the skills, the discipline, and the leadership skills to do the exact same thing, and it's our job to give them that chance.
It's time to build a nation that lives up to the ideals that so many Americans have fought for: a nation where they can realize the dream they sacrificed to protect. We need to rebuild our roads and runways and ports. We need to lay broadband lines across this country and put our veterans back to work as cops and firefighters in communities that need them. And we need to come together to make America a place where hard work is rewarded and anyone willing to put in the effort can make it if they try.
That's how we can honor our troops. That's the welcome home they've earned.
Thanks, and have a great weekend.
  "
"233","August 25, 2012","Barack Obama","
    Hi, everybody. Over the last few weeks, there's been a lot of talk about Medicare, with a lot of accusations and misinformation flying around. So today I want to step back for a minute and share with you some actual facts and news about the program.
This week, we found out that thanks to the health care law we passed, nearly 5.4 million seniors with Medicare have saved over $4.1 billion on prescription drugs. That's an average of more than $700 per person. And this year alone, 18 million seniors with Medicare have taken advantage of preventive care benefits like mammograms or other cancer screenings that now come at no extra cost.
That's progress. It means that seniors everywhere are getting the care they need for less. And if you have questions about what benefits you're entitled to, you can go to www.medicare.gov to find out.
This news is also a reminder of what's really at stake when we talk about the future of Medicare. It's not about overheated rhetoric at election time. It's about a promise this country made to our seniors that says if you put in a lifetime of hard work, you shouldn't lose your home or your life savings just because you get sick.
Over the last 47 years, millions of Americans have worked for that promise. They've earned it. And for many seniors, the care they've gotten through Medicare has made all the difference in the world.
Growing up as the son of a single mom, I was raised with the help of my grandparents. So I saw how important things like Medicare and Social Security were in their lives. And I saw the peace of mind it gave them.
That's why, as President, my goal has been to strengthen these programs now and preserve them for future generations. Because today's seniors deserve that same peace of mind. And the millions of Americans who are working hard right now deserve to know that the care they need will be available when they need it.
That's why, as part of the Affordable Care Act, we gave seniors deeper discounts on prescription drugs and made sure preventive care like mammograms are free without a copay. We've extended the life of Medicare by almost a decade. And I've proposed reforms that will save Medicare money by getting rid of wasteful spending in the health care system and reining in insurance companies, reforms that won't touch your guaranteed Medicare benefits, not by a single dime.
Republicans in Congress have put forward a very different plan. They want to turn Medicare into a voucher program. That means that instead of being guaranteed Medicare, seniors would get a voucher to buy insurance, but it wouldn't keep up with costs. As a result, one plan would force seniors to pay an extra $6,400 a year for the same benefits they get right now. And it would effectively end Medicare as we know it.
I think our seniors deserve better. I'm willing to work with anyone to keep improving the current system, but I refuse to do anything that undermines the basic idea of Medicare as a guarantee for seniors who get sick.
Here in America, we believe in keeping our promises, especially to our seniors, who have put in a lifetime of hard work and deserve to enjoy their golden years. That's what Medicare is all about. That's why we need to strengthen and preserve it for future generations. And as long as I have the honor of serving as your President, that's exactly what I'll do.
Thanks, and have a great weekend.
  "
"234","August 04, 2012","Barack Obama","
    Hi, everybody. Today I want to take a break from the back and forth of campaign season and talk about something that's brought us all together this week: the Summer Olympics.
These games remind us that for all our differences, we're Americans first. And we could not be prouder of the men and women representing our country in London in both the Olympics and in the Paralympics.
Last weekend, Michelle led the American delegation to London and reaffirmed the special relationship we share with our strongest ally, Great Britain. She met with the Queen and with Prime Minister Cameron's wife Samantha. She spent some time thanking our brave servicemembers and military families. And of course, she took in as many events as she could to cheer on our athletes.
Now, I've got to admit, I was a little jealous that she got to go. But like many of you, I caught as many events as I could, jumping off the couch for a close race or a perfect vault. I watched the wonderful young women of our gymnastics team recapture the team gold for America, and I was filled with pride watching Gabby Douglas win the all-around gold with incredible poise and grace. I watched our swimmers win a haul of medals and Michael Phelps become the most decorated Olympic athlete of all time. I saw our women's soccer team power through the competition.
And I'm just as proud of all our athletes in sports that don't always get as much attention. The U.S. women's eight continued its rowing dominance with another gold medal. Kayla Harrison won America's first-ever gold medal in judo, and Marti Malloy won a bronze. Kim Rhode became the first American to win individual medals in five straight Olympics with her gold in skeet shooting, and her teammate, Army Sergeant Vincent Hancock, won his second skeet gold.
I also thought of the truly difficult journeys that many of our athletes have made. Some have faced personal loss or beaten cancer. Some have worked long shifts at multiple jobs to feed their Olympic dream. And some have done the impossible. Less than 4 years ago, Bryshon Nellum was shot three times in his legs. But this week, he'll run the 400 meters. And as a boy, Lopez Lomong fled war and persecution and life as a refugee, one of the ""lost boys"" of Sudan. Today, he's an American and representing his country at the Olympics for the second time.
So it's no surprise America is vying for the top of the medal count. But it's not the medal count alone that inspires us; most of our athletes won't claim a medal at all. It's the character of the men and women who compete for those medals. It's their hard work and sacrifice: the countless hours in the gym, in the pool, on the track. It's their dogged perseverance and unyielding determination through disappointment and triumph alike.
It's that unconquerable spirit, that American spirit, that says even though we may have very different stories to tell, even though we may not all look alike or talk alike or be dealt the same hand in life, if we work hard, we can achieve our dreams. We can make it if we try. We are one people, with common values and ideals; we celebrate individual excellence, but recognize that only together can we accomplish great and important things we cannot accomplish alone.
That's why we watch. That's why we cheer. That's why we come together for 2 weeks in summer and swell with pride at the incredible things our fellow citizens can do.
And so to all our Olympic and Paralympic athletes, whether you've already competed or have yet to compete: Your country could not be prouder of you. Thank you for presenting the best of America to the rest of the world. And thank you for becoming new role models to our children, mine included, and inspiring them to believe that if they work hard and do their best, they can achieve great things too.
Go get them this week, Team U.S.A. We can't wait to welcome you home.
God bless you, and God bless America.
  "
"235","August 11, 2012","Barack Obama","
    Hi, everybody. Today I want to talk about something that most of you already know: It's hot outside. It's really hot. And if this feels worse than normal, that's because it is. We just found out that July was the warmest month on record, warmer than any other month since we began keeping track more than a century ago.
On top of all this heat, we're also experiencing one of the worst droughts in over 50 years. Almost a quarter of the continental United States is facing what we call ""extreme"" or ""exceptional"" drought, with States like Nebraska, Kansas, Missouri, Oklahoma, and Arkansas getting hit harder than most.
That's bad news for a lot of people, but it's especially tough on our farmers and ranchers. Right now almost half of the corn crop in America is in poor or very poor condition. Cattlemen are struggling to feed their animals. Many folks are seeing their livelihoods dry up in front of their eyes. And if we don't get relief soon, Americans everywhere will start to feel the pinch, because the food our farmers and ranchers produce ends up on grocery store shelves.
We can't let that happen. That's why, at my direction, the Department of Agriculture, led by Secretary Tom Vilsack, has been working with other agencies across the Federal Government to make sure we're doing everything we can to help farmers and ranchers fight back and recover from this disaster. Already, we've given farmers and small businesses across 32 States access to low-interest emergency loans.
We've opened up more Federal land for grazing. And we're working with crop insurance companies to give farmers a short grace period on their premiums, since some families will be struggling to make ends meet at the end of the year.
This past week, we went even further, announcing an additional $30 million to help get more water to livestock and restore land affected by the drought. We're making it easier for even more farmers, ranchers, and business owners to get emergency loans. And the Department of Transportation is helping more truck drivers deliver supplies to States that need them the most.
This is an all-hands-on-deck response, and we'll be doing even more in the coming weeks to help families and communities that are suffering.
But my administration can't do it alone. Congress needs to do its part too. They need to pass a farm bill that not only helps farmers and ranchers respond to these kinds of disasters, but also makes necessary reforms and gives them some certainty year round. That's the single best way we can help rural communities right now and also in the long term.
So call your Members of Congress, write them an e-mail, and tell them that now is the time to come together and get this done. Too many Americans are suffering right now to let politics get in the way. Let's help farmers, ranchers, and business owners recover. Let's make sure that families who already stretch their budgets to the limit don't have to pay more for groceries this fall.
In the meantime, I'll keep doing everything I can to help communities respond to this disaster. Because at times like these, it doesn't matter if you live in Des Moines or Detroit, we're Americans first. And if we look out for each other, we'll come out of this stronger than before.
Have a great weekend, everybody. And stay cool.
  "
"236","August 18, 2012","Barack Obama","
    Hi, everybody. This week, I spent some time traveling across Iowa talking with folks about rebuilding an economy where if you work hard, you and your family can get ahead.
And along the way, I stopped in at Cascade High School to thank the teachers there for doing such a great job and wish them luck as they head back to the classroom for this school year.
There's nothing more important to our country's future than the education we give our kids. And there's no one more important to that education than the person in the front of the classroom.
Teachers matter. Most work tirelessly, with modest pay, sometimes digging into their own pocket for school supplies, just to make a difference. They give everything for our kids, and in return, we should invest in them.
But here's the thing: This year, several thousand fewer educators will be going back to school. Since 2009, we've lost more than 300,000 education jobs, in part because of budget cuts at the State and local level.
Think about what that means for our country. At a time when the rest of the world is racing to outeducate America, these cuts force our kids into crowded classrooms, cancel programs for preschoolers and kindergarteners, and shorten the school week and the school year.
That's the opposite of what we should be doing as a country. States should be making education a priority in their budgets, even in tough fiscal times. And Congress should be willing to help out because this affects all of us.
That's why part of the jobs bill that I sent to Congress last September included support for States to prevent further layoffs and to rehire teachers who'd lost their jobs. But here we are, a year later, with tens of thousands more educators laid off, and Congress still hasn't done anything about it.
In fact, the economic plan that almost every Republican in Congress voted for would make the situation even worse. It would actually cut funding for education, which means fewer kids in Head Start, fewer teachers in our classrooms, and fewer college students with access to financial aid, all to pay for a massive new tax cut for millionaires and billionaires.
That's backwards. That's wrong. That plan doesn't invest in our future, it undercuts our future.
If we want America to lead in the 21st century, nothing is more important than giving everyone the best education possible, from the day they start preschool to the day they start their career.
That's why we launched a national competition to improve our schools. And for less than 1 percent of what our Nation spends on education each year, we've encouraged almost every State to raise their standards, the first time that's happened in a generation.
That's why we've invested in math and science education and given States more flexibility on No Child Left Behind.
And that's why we've reformed the student loan program to put students before big banks, and increased financial aid for millions of young people. Because in America, higher education can't be a luxury; it's an economic necessity every family should be able to afford.
This is a country where no matter what you look like or where you come from, if you're willing to study and work hard, you can go as far as your talents will take you. You can make it if you try. I am only the President of the United States today because of the chance my education gave me, and I want every child in America to have that chance. That's what I'm fighting for. And as long as I have the privilege of being your President, that's what I'm going to keep fighting for.
Thanks, and have a great weekend.
  "
"237","July 28, 2012","Barack Obama","
    This week, the Senate passed a plan that I proposed a few weeks ago to protect middle class Americans and virtually every small-business owner from getting hit with a big tax hike next year, a tax hike of $2,200 for the typical family.
Now it comes down to this: If 218 Members of the House vote the right way, 98 percent of American families and 97 percent of small-business owners will have the certainty of knowing that that their income taxes will not go up next year. That certainty means something to a middle class family who's already stretched the budget as far as it can go. It means something to a small-business owner who's trying to plan ahead. That's security at a time when folks could use some security.
And here's the thing: Everyone in Washington says they agree on this. Everyone says they agree that we should extend the tax cuts for the middle class. When Democrats and Republicans agree on something, it should be pretty easy to get it done. But right now that's not the case. Instead of doing what's right for middle class families and small-business owners, Republicans in Congress are holding these tax cuts hostage until we extend tax cuts for the wealthiest Americans.
You see, Republicans in Congress and their nominee for President believe that the best way to create prosperity in America is to let it trickle down from the top. They believe that if our country spends trillions more on tax cuts for the wealthy, we'll somehow create jobs, even if we have to pay for it by gutting things like education and training and by raising middle class taxes.
They're wrong. And I know they're wrong because we already tried it that way for most of the last decade. It didn't work. We're still paying for trillions of dollars of tax cuts that benefited the wealthiest Americans more than anyone else, tax cuts that didn't lead to the middle class jobs or higher wages we were promised and that helped take us from record surpluses to record deficits.
We can't afford more top-down economics. What we need are policies that will grow and strengthen the middle class, that will help create jobs, make education and training more affordable, and encourage businesses to start up and stay right here in the United States. That's why I've cut middle class taxes every year that I've been President, by $3,600 for the typical family. That's why I've cut taxes for small businesses 18 times. And that's why I'm calling on 218 Members of the House to do their jobs and not raise taxes on the middle class.
As soon as they pass that bill, I'll sign it right away. And in the meantime, I'm going to keep fighting for an economy where we're not just putting folks back to work, but making sure that work pays off, an economy where every American—no matter who you are, what you look like, or where you come from—can have the confidence that if you work hard, you can get ahead.
Thanks, and have a great weekend.
  "
"238","July 07, 2012","Barack Obama","
    Hi, everybody. I'm here in Ohio, where I've spent the past couple days talking with folks about our central challenge as a country: not just reclaiming all the jobs lost to the recession, but reclaiming the economic security that so many Americans have lost over the last decade.
Our mission isn't just to put people back to work, it's to rebuild an economy where that work pays, an economy in which everyone who works hard has the chance to get ahead.
For months, we've been pushing Congress to pass several commonsense ideas that will help us do that. And on Friday, I signed into law a bill that will do two things for the American people. First, it will keep thousands of construction workers on the job rebuilding our Nation's infrastructure. Second, it will keep interest rates on Federal student loans from doubling this year, which would have hit more than 7 million students with about a thousand dollars more on their loan payments.
Those steps will make a real difference in the lives of millions of Americans. But make no mistake: We've got more to do.
The construction industry was hit brutally hard when the housing bubble burst. So it's not enough just to keep construction workers on the job doing projects that were already underway. For months, I've been calling on Congress to take half the money we're no longer spending on war and use it to do some nation-building here at home. There's work to be done building roads and bridges and wireless networks. And there are hundreds of thousands of construction workers ready to do it.
The same thing is true for our students. The bill I'm about to sign is vital for millions of students and their families. But it's not enough to just keep student loan rates from doubling. For months, I've been calling on Congress to reform and expand the financial aid that's offered to students. I've been asking them to help us give 2 million Americans the opportunity to learn the skills that businesses in their area are looking for right now through partnerships between community colleges and employers. In America, a higher education cannot be a luxury reserved for just a few privileged people. It's an economic necessity that every American family should be able to afford.
Finally, I want to thank every American who took the time to sit down and write a letter or type an e-mail or make a phone call or send a tweet hoping your voice would make a difference. I promise you, your voice made all the difference. And as long as I have the privilege of being your President, your voice will be heard in the White House.
So thanks, and have a great weekend.
  "
"239","May 26, 2012","Barack Obama","
    This weekend, folks across the country are opening up the pool, firing up the grill, and taking a well-earned moment to relax. But Memorial Day is more than a 3-day weekend. In town squares and national cemeteries, in public services and moments of quiet reflection, we will honor those who loved their country enough to sacrifice their own lives for it.
This Memorial Day, Michelle and I will join Gold Star families, veterans, and their families at Arlington National Cemetery. We'll pay tribute to patriots of every generation who gave the last full measure of devotion, from Lexington and Concord to Iraq and Afghanistan.
Later that day, we'll join Vietnam veterans and their families at the Vietnam Veterans Memorial--the wall. We'll begin to mark the 50th anniversary of the Vietnam war. It's another chance to honor those we lost at places like Hue, Khe Sanh, Da Nang, and Hamburger Hill. And we'll be calling on you, the American people, to join us in thanking our Vietnam veterans in your communities.
Even as we honor those who made the ultimate sacrifice, we reaffirm our commitment to care for those who served alongside them, the veterans who came home. This includes our newest generation of veterans, from Iraq and Afghanistan. We have to serve them and their families as well as they have served us: by making sure that they get the health care and benefits they need, by caring for our wounded warriors and supporting our military families, and by giving veterans the chance to go to college, find a good job, and enjoy the freedom that they risked everything to protect.
Our men and women in uniform took an oath to defend our country at all costs, and today, as members of the finest military the world has ever known, they uphold that oath with dignity and courage. As President, I have no higher honor than serving as their Commander in Chief. But with that honor comes a solemn responsibility, one that gets driven home every time I sign a condolence letter or meet a family member whose life has been turned upside down.
No words can ever bring back a loved one who has been lost. No ceremony can do justice to their memory. No honor will ever fill their absence.
But on Memorial Day, we come together as Americans to let these families and veterans know they are not alone. We give thanks for those who sacrificed everything so that we could be free. And we commit ourselves to upholding the ideals for which so many patriots have fought and died.
Thank you, God bless you, and have a wonderful weekend.
  "
"240","June 23, 2012","Barack Obama","
    Over the past 3 years, we've been clawing our way back from the worst economic crisis of our lifetimes. And we know it will take longer than any of us would like to fully recover all the jobs and savings that have been lost. But there are things we can do right now to help put people back to work and make life a little easier for middle class families.
For months, I've been pushing Congress to help us along by passing commonsense policies that would make a difference. Democrats and Republicans have already done some important work together, like passing a tax cut that's allowing working Americans to keep more of their paychecks every week. But Congress has refused to act on most of the other ideas in my jobs plan that economists say could put a million more Americans back to work.
There's no excuse for this kind of inaction. Right now we are 7 days away from thousands of American workers having to walk off the job because Congress hasn't passed a transportation bill. We are 8 days away from nearly 7 1/2 million students seeing their loan rates double because Congress hasn't acted to stop it.
This makes no sense. We know that one of the most important things we can do for our economy is to make sure that all Americans get the best education possible. Right now the unemployment rate for Americans with a college degree or more is about half the national average. Their incomes are twice as high as those who don't have a high school diploma. So if we know that a higher education is the clearest path to the middle class, why would we make it harder to achieve?
So much of America needs to be repaired right now. Bridges are deteriorating after years of neglect. Highways are choked with congestion. Transportation delays cost Americans and businesses billions of dollars every year. And there are hundreds of thousands of construction workers who have never been more eager to get back on the job. So why would we let our transportation funding run out? This is a time when we should be doing everything in our power--Democrats and Republicans--to keep this recovery moving forward.
My administration is doing its part. On Friday, Secretary of Transportation Ray LaHood announced $500 million in competitive grants for States and communities that will create construction jobs on projects like road repair and port renovation. And that's an important step, but we can't do it all on our own.
The Senate did their part. They passed a bipartisan transportation bill back in March. It had the support of 52 Democrats and 22 Republicans.
Now it's up to the House to follow suit: to put aside partisan posturing, end the gridlock, and do what's right for the American people.
It's not lost on any of us that this is an election year, but we've got responsibilities that are bigger than an election. We answer to the American people, and they are demanding action. Let's make it easier for students to stay in college. Let's keep construction workers rebuilding our roads and bridges. And let's tell Congress to do their job. Tell them it's time to take steps that we know will create jobs now and help sustain our economy for years to come.
  "
"241","July 14, 2012","Barack Obama","
    Over the past couple weeks, I've been talking with folks across the country about how we're going to rebuild an economy where if you work hard, you and your family can get ahead. And right now there's a big debate going on in Washington over two fundamentally different paths we can take as a country to do that.
One path, pushed by Republicans in Congress and their nominee for President, says that the best way to create prosperity is to let it trickle down from the top. They believe that if we spend trillions more on tax cuts for the wealthy, it'll somehow create jobs, even if we have to pay for it by gutting education and training and by raising middle class taxes.
I think they're wrong. We already tried it that way for most of the last decade, and it didn't work. We're still paying for trillions of dollars in tax cuts that benefited the wealthiest Americans more than anyone else, tax cuts that didn't lead to the rise in wages and middle class jobs that we were promised and that helped take us from record surpluses to record deficits.
The last thing we need right now is more top-down economics. What we need are policies that will grow and strengthen the middle class, that will help create jobs, make education and training more affordable, and encourage businesses to start up and stay right here in the United States.
Soon, we'll face a choice between these two different approaches. On January 1, taxes are set to go up for tens of millions of Americans. I think that would be a huge financial hit for middle class families. That's why I've cut middle class taxes every year that I've been President, by $3,600 for the typical family. And that's why, this week, I called on Congress to immediately stop the January 1 tax hike from hitting any American on the first $250,000 of their income.
Under my plan, 98 percent of American families won't see their income taxes go up at all. But the other 2 percent of Americans will have to pay a little more on taxes on anything they make over $250,000. In other words, the wealthiest few Americans will go back to the income tax rates they were paying under Bill Clinton. And if you remember, that was when our economy created nearly 23 million new jobs, the biggest budget surplus in history, and millionaires were doing pretty well to boot.
The folks in Congress and on the campaign trail who oppose this plan warn that it would somehow hurt small businesses and job creators. Well, they're completely ignoring the facts.
Under my plan, 97 percent of small-business owners would avoid getting hit with any income tax hike whatsoever. In fact, I've cut taxes for small businesses 18 times since I've been President. And just this week, I ordered a series of new steps to help our small businesses grow and hire.
So the only place Republicans and I disagree is whether we keep giving tax cuts to the wealthiest 2 percent of Americans. Republicans in Washington want more of those tax cuts. With the deficit we have, I don't think we can afford them.
But even if we disagree on the tax cuts for the wealthiest Americans, we all agree that no American should pay more taxes on the first $250,000 of their income. So let's at least agree to do what we all agree on. That's what compromise is all about. Let's not hold the vast majority of Americans and our entire economy hostage while we debate the merits of another tax cut for the wealthy. Let's skip the unnecessary drama, the needless delays, and all the partisan posturing, and let's just do the right thing for the people who sent us here to serve.
And I'm going to keep fighting to make sure we rebuild an economy that rewards work, grows the middle class, and gives new opportunity to those trying to earn their way into the middle class.
Thanks, and have a great weekend.
  "
"242","June 02, 2012","Barack Obama","
    Today I'm at one of Honeywell's manufacturing facilities in Golden Valley, Minnesota, where I just announced a step that will make it easier for companies to hire returning servicemembers who have the skills our country needs right now. It's another part of our effort to make sure that no American who fights for this country abroad has to fight for a job when they come home. That's why businesses like Honeywell are answering our challenge to hire 100,000 post-9/11 veterans and their spouses by the end of next year. That's why I've directed the Government to hire over 200,000 veterans so far, because our economy needs their tremendous talent and because millions of Americans are still looking for a job.
Right now this country is still fighting our way back from the worst economic crisis since the Great Depression. The economy is growing again, but it's not growing as fast as we'd like. Our businesses have created almost 4.3 million new jobs over the last 27 months, but as we learned in this week's jobs report, we're not creating them fast enough. And just like last year at this time, our economy faces some serious headwinds. Gas prices are starting to come down again, but when they spiked over the last few months, it hit people's wallets pretty hard. The crisis in Europe's economy is casting a shadow on our own. And all of this makes it even more challenging to fully recover and lay the foundation for an economy that's built to last.
But from the moment we first took action to prevent another depression, we knew the road to recovery wouldn't be easy. We knew it would take time, that there would be ups and downs along the way. But we also knew that if we were willing to act wisely and boldly and together, if we were willing to keep at it and never quit, we'd come back stronger.
Nothing has shaken my faith in that belief. We will come back stronger, we do have better days ahead, and it's because of you. I'd place my bet on American workers and American businesses any day of the week. You're the reason our auto industry has come roaring back. You're the reason manufacturing is hiring at its fastest pace since the 1990s. You work hard. You play by the rules. And what you deserve are leaders who will do the same, who will do whatever it takes to fight for the middle class and grow this economy faster. Because while we can't fully control everything that happens in other parts of the world, there are plenty of things we can control here at home. There are plenty of steps we can take right now to continue to create jobs and grow this economy.
I sent Congress a jobs bill last September full of the kinds of bipartisan ideas that would have put our fellow Americans back to work and helped reinforce our economy against those outside shocks. I sent them a plan that would have reduced the deficit by $4 trillion in a way that's balanced, that pays for the job-creating investments we need by cutting unnecessary spending and asking the wealthiest Americans to pay a little more in taxes.
Since then, Congress has only passed a few parts of that jobs bill, like a tax cut that's allowing working Americans to keep more of your paycheck every week. And that's important, but Congress hasn't acted on enough of the other ideas in that bill that would make a difference and help create jobs right now. There's no excuse for that. Not when so many people are still looking for work. Not when so many people are still struggling to pay the bills.
So my message to Congress is, let's get to work.
Right now Congress should pass a bill to help States prevent more layoffs so we can put thousands of teachers and firefighters and police officers back on the job. Congress should have passed a bill a long time ago to put thousands of construction workers back on the job rebuilding our roads and our bridges and our runways. Instead of just talking a good game about job creators, Congress should give small-business owners a tax break for hiring more workers and paying them higher wages. Let's get all that done.
Right now Congress should give every responsible homeowner the opportunity to save an average of $3,000 a year by refinancing their mortgage. Next week, there's a vote in Congress on a bill that would give working women the tools they need to demand equal pay for equal work. Ensuring paycheck fairness for women should be a no-brainer, and they need to pass that bill.
Right now Congress also needs to extend tax credits for clean energy manufacturers that are set to expire at the end of the year so that we don't walk away from 40,000 good jobs that are being created. And it's long past time for Congress to end the tax breaks for companies that ship jobs overseas and use that money to cover moving expenses for companies that are bringing jobs back to America.
It's not lost on anybody that this is an election year. But we've got responsibilities that are bigger than an election. We've got responsibilities to you. With so many people struggling to get by, now is not the time to play politics. Now is not the time for Congress to sit on its hands. The American people expect their leaders to work hard, no matter what year it is. That's what I intend to do. And I expect Democrats and Republicans to join me.
  "
