"","GenderSelect","Country","Age","CurrentJobTitleSelect","MLToolNextYearSelect","LanguageRecommendationSelect","FormalEducation","FirstTrainingSelect","EmployerIndustry","JobSatisfaction","CompensationAmount","CompensationCurrency","Exchange"
"1839","Male","United States","36","Data Scientist","TensorFlow","Python","Bachelor's degree","Self-taught","Other","5",148000,"USD",NA
"1840","Male","United States","25","Machine Learning Engineer","Impala","Matlab","Master's degree","Online courses (coursera, udemy, edx, etc.)","Academic","7",85000,"USD",NA
"1841","Male","Spain","50","Scientist/Researcher","TensorFlow","Scala","Doctoral degree","Self-taught","Telecommunications","8",34000,"EUR",NA
"1842","Male","United Kingdom","42","Data Scientist","TensorFlow","Python","Doctoral degree","University courses","Other","4",66000,"GBP",NA
"1843","Male","Canada","51","Software Developer/Software Engineer","Amazon Machine Learning","R","Bachelor's degree","Online courses (coursera, udemy, edx, etc.)","Retail","I prefer not to share",0,"CAD",NA
"1844","Female","United States","31","Data Scientist","Google Cloud Compute","Python","Master's degree","University courses","Mix of fields","4",113221,"USD",NA
"1845","Male","Colombia","36","Business Analyst","Google Cloud Compute","Python","Professional degree","Online courses (coursera, udemy, edx, etc.)","Telecommunications","8",100000000,"COP",NA
"1846","Male","United States","26","Data Scientist","Spark / MLlib","Python","Master's degree","Online courses (coursera, udemy, edx, etc.)","CRM/Marketing","7",96000,"USD",NA
"1847","Male","United States","25","Scientist/Researcher","I don't plan on learning a new tool/technology","Python","Master's degree","University courses","Financial","9",120000,"USD",NA
"1848","Male","Japan","40","Scientist/Researcher","Other","Python","Master's degree","Work","Technology","8",9000000,"JPY",NA
"1849","Female","United States","24","Data Scientist","TensorFlow","Python","Master's degree","University courses","Non-profit","9",60000,"USD",NA
"1850","Female","United States","30","Data Analyst","Amazon Web services","Python","Bachelor's degree","Online courses (coursera, udemy, edx, etc.)","Mix of fields","5",85000,"USD",NA
"1851","Male","Chile","45","Researcher","Jupyter notebooks","R","Doctoral degree","University courses","Academic","9",28000000,"CLP",NA
"1852","Male","Canada","26","Machine Learning Engineer","Spark / MLlib","Python","Bachelor's degree","Online courses (coursera, udemy, edx, etc.)","Internet-based","6",85000,"CAD",NA
"1854","Female","United States","32","Other","TensorFlow","Python","Professional degree","Online courses (coursera, udemy, edx, etc.)","Mix of fields","10 - Highly Satisfied",125000,"USD",NA
"1855","Male","United States","32","Statistician","R","R","Master's degree","Self-taught","Academic","9",88000,"USD",NA
"1856","Male","United States","35","Scientist/Researcher","R","R","Doctoral degree","Online courses (coursera, udemy, edx, etc.)","Non-profit","8",55000,"USD",NA
"1857","Male","India","39","Statistician","R","R","Doctoral degree","University courses","Academic","6",1800000,"INR",NA
"1858","Male","Australia","34","Data Scientist","TensorFlow","Python","Doctoral degree","Work","Technology","4",160000,"AUD",NA
"1859","Female","Colombia","28","Statistician","Python","Python","Bachelor's degree","University courses","Government","7",33000000,"COP",NA
"1860","Male","United States","34","Data Scientist","Spark / MLlib","Python","Master's degree","Online courses (coursera, udemy, edx, etc.)","Technology","10 - Highly Satisfied",125000,"USD",NA
"1861","Male","People 's Republic of China","28","Machine Learning Engineer","TensorFlow","Python","Bachelor's degree","University courses","Technology","7",5000,"AED",NA
"1862","Male","Canada","32","Software Developer/Software Engineer","Python","Python","Master's degree","Online courses (coursera, udemy, edx, etc.)","Financial","5",140000,"CAD",NA
"1863","Male","Israel","31","Data Scientist","TensorFlow","Python","Bachelor's degree","Online courses (coursera, udemy, edx, etc.)","Technology","7",348000,"ILS",NA
"1864","Female","United States","28","Data Analyst","Python","SQL","Master's degree","Self-taught","Other","7",20000,"USD",NA
"1865","Female","United States","42","Software Developer/Software Engineer","Tableau","Python","Master's degree","University courses","Retail","6",94500,"USD",NA
"1866","Male","People 's Republic of China","30","Data Analyst","TensorFlow","Python","Master's degree","Self-taught","Financial","10 - Highly Satisfied",20000,"USD",NA
"1867","Male","Singapore","52","Business Analyst","SQL","SQL","Some college/university study without earning a bachelor's degree","Online courses (coursera, udemy, edx, etc.)","Financial","5",60000,"SGD",NA
"1868","Male","United States","38","Other","Other","SQL","Some college/university study without earning a bachelor's degree","Self-taught","Other","7",85000,"USD",NA
"1869","Male","United States","25","Statistician","Stan","SAS","Doctoral degree","Self-taught","Pharmaceutical","10 - Highly Satisfied",300000,"USD",NA
"1870","Female","Australia","57","Researcher","IBM Watson / Waton Analytics","R","Master's degree","Work","Other","6",150000,"AUD",NA
"1871","Male","United States","34","Business Analyst","R","SAS","Master's degree","Self-taught","Financial","8",100000,"USD",NA
"1872","Male","South Korea","45","Machine Learning Engineer","Python","Python","Master's degree","Online courses (coursera, udemy, edx, etc.)","Technology","6",50000,"KRW",NA
"1873","Male","United States","24","Business Analyst","Tableau","R","Bachelor's degree","University courses","Government","3",70000,"USD",NA
"1874","Male","United States","23","Data Scientist","Hadoop/Hive/Pig","Python","Bachelor's degree","University courses","Financial","6",65000,"USD",NA
"1875","Female","United States","24","Data Scientist","TensorFlow","Python","Master's degree","University courses","Insurance","8",110000,"USD",NA
"1876","Male","South Korea","47","Software Developer/Software Engineer","Python","Python","Master's degree","University courses","Other","5",80000000,"KRW",NA
"1877","Male","Ireland","30","Data Scientist","Python","Python","Bachelor's degree","Work","Insurance","9",150000,"EUR",NA
"1878","Male","Philippines","23","Business Analyst","TensorFlow","Python","Bachelor's degree","Online courses (coursera, udemy, edx, etc.)","Other","8",1950000,"PHP",NA
"1879","Male","Brazil","30","Data Analyst","Julia","Python","Master's degree","Work","Retail","8",150000,"BRL",NA
"1880","Male","India","24","Data Analyst","R","R","Bachelor's degree","Online courses (coursera, udemy, edx, etc.)","Technology","6",250000,"INR",NA
"1881","Male","Australia","37","Other","Other","Other","Master's degree","Self-taught","Government","7",75000,"AUD",NA
"1882","Male","Brazil","32","DBA/Database Engineer","Statistica (Quest/Dell-formerly Statsoft)","R","Bachelor's degree","Online courses (coursera, udemy, edx, etc.)","Technology","8",120000,"BRL",NA
"1883","Male","Other","29","Software Developer/Software Engineer","I don't plan on learning a new tool/technology","Python","Master's degree","University courses","Financial","10 - Highly Satisfied",150000,"USD",NA
"1884","Male","Mexico","29","Predictive Modeler","Cloudera","C/C++/C#","Bachelor's degree","Self-taught","Financial","8",25000,"MXN",NA
"1885","Male","United States","46","Data Scientist","Spark / MLlib","Python","Master's degree","Self-taught","Technology","8",165000,"USD",NA
"1886","Male","United States","34","Software Developer/Software Engineer","TensorFlow","Python","Doctoral degree","University courses","Technology","5",149000,"USD",NA
"1887","Female","United States","26","Data Analyst","Spark / MLlib","Python","Master's degree","Work","Insurance","8",67500,"USD",NA
"1888","Male","Mexico","38","Other","Python","R","Bachelor's degree","University courses","CRM/Marketing","5",720000,"MXN",NA
"1889","Male","Japan","65","Software Developer/Software Engineer","Unix shell / awk","C/C++/C#","I did not complete any formal education past high school","Self-taught","Other","3",3000000,"JPY",NA
"1890","Male","United States","35","Engineer","TensorFlow","Python","Master's degree","Work","Military/Security","7",133000,"USD",NA
"1891","Male","Spain","40","Data Miner","TensorFlow","R","Master's degree","Work","Other","7",55000,"EUR",NA
"1892","Male","United States","24","Data Scientist","Python","R","Bachelor's degree","Online courses (coursera, udemy, edx, etc.)","Insurance","6",86000,"USD",NA
"1893","Male","Brazil","26","Other","TensorFlow","Python","Master's degree","Online courses (coursera, udemy, edx, etc.)","Government","7",72000,"BRL",NA
"1894","Male","United States","28","Data Scientist","R","R","Doctoral degree","Self-taught","Technology","9",155000,"USD",NA
"1895","Male","United States","45","Software Developer/Software Engineer","TensorFlow","Python","Master's degree","Self-taught","Pharmaceutical","8",250000,"USD",NA
"1896","Male","Malaysia","50","Data Analyst","Microsoft R Server (Formerly Revolution Analytics)","R","Bachelor's degree","Online courses (coursera, udemy, edx, etc.)","Manufacturing","8",150000,"MYR",NA
"1897","Male","United States","29","Engineer","TensorFlow","Python","Master's degree","University courses","Technology","5",120000,"USD",NA
"1898","Male","United States","63","Data Scientist","Jupyter notebooks","R","Doctoral degree","Work","Technology","7",155,"USD",NA
"1899","Male","United States","50","Data Scientist","Stan","Python","Doctoral degree","University courses","Mix of fields","7",0,"USD",NA
"1900","Male","India","36","Other","TensorFlow","R","Professional degree","Online courses (coursera, udemy, edx, etc.)","Mix of fields","8",2000000,"INR",NA
"1901","Female","United States","50","DBA/Database Engineer","TensorFlow","Python","Bachelor's degree","Online courses (coursera, udemy, edx, etc.)","Retail","3",100000,"USD",NA
"1902","Male","United Kingdom","29","Data Scientist","C/C++","Python","Master's degree","Online courses (coursera, udemy, edx, etc.)","Technology","4",55000,"GBP",NA
"1903","Male","South Africa","32","Data Scientist","Microsoft R Server (Formerly Revolution Analytics)","R","Master's degree","University courses","Financial","9",600000,"ZAR",NA
"1904","Male","United States","NA","Data Scientist","Other","Python","Doctoral degree","Online courses (coursera, udemy, edx, etc.)","Technology","9",145000,"USD",NA
"1905","Male","Brazil","32","Data Miner","Julia","Python","Master's degree","Self-taught","Internet-based","7",45000,"BRL",NA
"1906","Male","India","24","Data Scientist","Hadoop/Hive/Pig","SQL","Bachelor's degree","Online courses (coursera, udemy, edx, etc.)","Mix of fields","6",666000,"INR",NA
"1907","Male","India","26","Computer Scientist","DataRobot","Python","Professional degree","Self-taught","Government","3",384000,"INR",NA
"1908","Male","Canada","30","Researcher","Spark / MLlib","Python","Doctoral degree","Self-taught","Pharmaceutical","9",100000,"CAD",NA
"1909","Male","Australia","27","Data Analyst","Python","Python","Bachelor's degree","University courses","Academic","6",86000,"AUD",NA
"1910","Male","United States","23","Data Scientist","Other","Python","Bachelor's degree","Online courses (coursera, udemy, edx, etc.)","CRM/Marketing","7",100000,"USD",NA
"1911","Female","United States","51","Researcher","R","R","Doctoral degree","Self-taught","Academic","9",133000,"USD",NA
"1912","Male","United States","30","Data Analyst","Spark / MLlib","Python","Master's degree","Online courses (coursera, udemy, edx, etc.)","Technology","5",50000,"USD",NA
"1913","Male","Australia","27","Data Scientist","TensorFlow","R","Bachelor's degree","Online courses (coursera, udemy, edx, etc.)","Financial","7",130000,"AUD",NA
"1914","Male","India","38","Computer Scientist","Jupyter notebooks","Python","Master's degree","Self-taught","Technology","8",35,"INR",NA
"1915","Female","United Kingdom","50","Data Scientist","Microsoft Azure Machine Learning","Python","Master's degree","Online courses (coursera, udemy, edx, etc.)","Mix of fields","7",65000,"GBP",NA
"1916","Male","Mexico","34","Business Analyst","TensorFlow","Python","Bachelor's degree","Online courses (coursera, udemy, edx, etc.)","Technology","8",91000,"USD",NA
"1917","Male","Other","28","Data Scientist","TensorFlow","Python","Bachelor's degree","Online courses (coursera, udemy, edx, etc.)","CRM/Marketing","10 - Highly Satisfied",26000,"EUR",NA
"1918","Male","Japan","51","Data Scientist","Python","Python","Doctoral degree","Work","Technology","9",15000000,"JPY",NA
"1919","Female","India","28","Other","Weka","R","Doctoral degree","Online courses (coursera, udemy, edx, etc.)","Mix of fields","7",0,"INR",NA
"1920","Male","Australia","43","Statistician","Python","R","Master's degree","University courses","Government","8",110,"AUD",NA
"1921","Male","Japan","29","Engineer","Spark / MLlib","Python","Bachelor's degree","Self-taught","Technology","7",9300000,"JPY",NA
"1922","Male","Spain","37","Researcher","TensorFlow","Python","Doctoral degree","University courses","Mix of fields","5",36000,"EUR",NA
"1923","Male","India","28","Software Developer/Software Engineer","Python","Python","Bachelor's degree","Online courses (coursera, udemy, edx, etc.)","Military/Security","4",800000,"INR",NA
"1924","Male","Netherlands","52","Other","IBM Watson / Waton Analytics","R","Bachelor's degree","Online courses (coursera, udemy, edx, etc.)","Mix of fields","8",65000,"EUR",NA
"1925","Male","Singapore","31","Data Scientist","TensorFlow","Python","Doctoral degree","Online courses (coursera, udemy, edx, etc.)","Other","8",72000,"SGD",NA
"1926","Female","India","28","Other","R","R","Master's degree","Self-taught","Internet-based","6",2000000,"INR",NA
"1927","Female","India","35","Predictive Modeler","R","R","Master's degree","University courses","Technology","6",1800000,"INR",NA
"1928","Male","Germany","33","Data Scientist","Google Cloud Compute","Python","Doctoral degree","Online courses (coursera, udemy, edx, etc.)","Mix of fields","7",125000,"EUR",NA
"1929","Male","Japan","37","Software Developer/Software Engineer","TensorFlow","Python","Bachelor's degree","Online courses (coursera, udemy, edx, etc.)","Technology","8",8000000,"JPY",NA
"1930","Male","United Kingdom","28","Other","TensorFlow","Python","Master's degree","Online courses (coursera, udemy, edx, etc.)","Other","5",22000,"GBP",NA
"1931","Male","Spain","33","Data Scientist","Julia","Python","Bachelor's degree","Self-taught","Telecommunications","8",35000,"EUR",NA
"1932","Male","India","27","Data Scientist","TensorFlow","Python","Bachelor's degree","Work","Hospitality/Entertainment/Sports","8",1600000,"INR",NA
"1933","Male","India","34","Data Scientist","TensorFlow","Python","Master's degree","Online courses (coursera, udemy, edx, etc.)","Mix of fields","3",2000000,"INR",NA
"1934","Male","Netherlands","36","Other","Other","R","Master's degree","Self-taught","Technology","10 - Highly Satisfied",110000,"EUR",NA
"1935","Male","Sweden","44","Scientist/Researcher","Julia","Python","Doctoral degree","University courses","Government","9",700000,"SEK",NA
"1936","Male","Other","28","Statistician","TensorFlow","R","Master's degree","University courses","Insurance","6",27000000,"XOF",NA
"1937","Male","Ukraine","21","Machine Learning Engineer","Google Cloud Compute","C/C++/C#","Bachelor's degree","Self-taught","Technology","5",12000,"USD",NA
"1938","Male","New Zealand","44","Data Analyst","Python","Python","Doctoral degree","Online courses (coursera, udemy, edx, etc.)","Government","7",140000,"NZD",NA
"1939","Male","United Kingdom","50","Machine Learning Engineer","TensorFlow","Python","Doctoral degree","Self-taught","Other","8",117500,"GBP",NA
"1940","Male","Greece","37","Data Scientist","Stan","Python","Master's degree","University courses","Telecommunications","9",50000,"EUR",NA
"1941","Male","United Kingdom","47","Software Developer/Software Engineer","Microsoft Azure Machine Learning","Python","Doctoral degree","Self-taught","Technology","5",50000,"GBP",NA
"1942","Male","France","27","Machine Learning Engineer","TensorFlow","Python","Master's degree","Online courses (coursera, udemy, edx, etc.)","Manufacturing","9",45000,"EUR",NA
"1943","Male","Pakistan","25","Machine Learning Engineer","TensorFlow","R","Bachelor's degree","Online courses (coursera, udemy, edx, etc.)","Academic","1 - Highly Dissatisfied",40000,"PKR",NA
"1944","Male","Republic of China","28","Machine Learning Engineer","Other","Python","Master's degree","Self-taught","Financial","7",300000,"CNY",NA
"1945","Female","Egypt","23","Data Scientist","R","R","Bachelor's degree","Online courses (coursera, udemy, edx, etc.)","Technology","5",8500,"EGP",NA
"1946","Male","Other","24","Data Scientist","Spark / MLlib","Python","Master's degree","Self-taught","Other","7",120000,"MAD",NA
"1947","Female","Taiwan","23","Data Analyst","TensorFlow","Python","Bachelor's degree","Online courses (coursera, udemy, edx, etc.)","Financial","1 - Highly Dissatisfied",30000,"TWD",NA
"1948","Male","Singapore","29","Data Scientist","TensorFlow","Python","Master's degree","Self-taught","Insurance","8",90000,"SGD",NA
"1949","Male","United Kingdom","35","Scientist/Researcher","Stan","R","Doctoral degree","Self-taught","Academic","8",32000,"GBP",NA
"1950","Male","Iran","35","Data Scientist","IBM SPSS Statistics","Matlab","Doctoral degree","Self-taught","Academic","8",80000000,"IRR",NA
"1951","Male","Germany","40","Data Scientist","TensorFlow","Python","Doctoral degree","University courses","Manufacturing","5",90000,"EUR",NA
"1952","Female","United Kingdom","33","Data Scientist","TensorFlow","Python","Doctoral degree","Work","Mix of fields","9",47500,"GBP",NA
"1953","Male","Belgium","49","Data Scientist","TensorFlow","Python","Master's degree","Self-taught","Retail","7",65000,"EUR",NA
"1954","Male","Belgium","36","Business Analyst","R","R","Doctoral degree","Online courses (coursera, udemy, edx, etc.)","Retail","1 - Highly Dissatisfied",30000,"EUR",NA
"1955","Female","Australia","31","Data Scientist","TensorFlow","Python","Bachelor's degree","Online courses (coursera, udemy, edx, etc.)","Mix of fields","8",125,"AUD",NA
"1956","Male","Other","27","Data Miner","DataRobot","C/C++/C#","Bachelor's degree","Work","Mix of fields","3",5000,"GBP",NA
"1957","Male","France","38","Engineer","Tableau","Python","Doctoral degree","University courses","Other","7",80000,"EUR",NA
"1958","Female","Finland","40","Scientist/Researcher","TensorFlow","Python","Master's degree","University courses","Technology","7",40000,"EUR",NA
"1959","Male","Ukraine","34","Business Analyst","Python","Python","Master's degree","Online courses (coursera, udemy, edx, etc.)","Financial","7",25000,"USD",NA
"1960","Male","United States","46","Data Scientist","TensorFlow","Python","Doctoral degree","Work","Technology","3",120000,"USD",NA
"1961","Male","Ukraine","31","Software Developer/Software Engineer","DataRobot","Python","Master's degree","Work","Internet-based","9",48000,"USD",NA
"1962","Male","Brazil","22","Data Scientist","R","Python","Bachelor's degree","University courses","Technology","7",12000,"BRL",NA
"1963","Female","Greece","30","Data Analyst","TensorFlow","R","Master's degree","Self-taught","Mix of fields","5",25000,"EUR",NA
"1964","Male","United States","26","Engineer","TensorFlow","Python","Bachelor's degree","Other","Other","3",85000,"USD",NA
"1965","Male","Norway","33","Data Scientist","TensorFlow","Python","Master's degree","University courses","Technology","9",480000,"NOK",NA
"1966","Female","India","30","Business Analyst","Hadoop/Hive/Pig","C/C++/C#","Master's degree","Other","Manufacturing","8",400000,"INR",NA
"1968","Male","India","37","Other","R","R","Master's degree","Self-taught","Mix of fields","5",1700000,"INR",NA
"1969","Male","Germany","34","Scientist/Researcher","TensorFlow","Python","Doctoral degree","Self-taught","Academic","10 - Highly Satisfied",50000,"EUR",NA
"1970","Male","United States","32","Data Scientist","TensorFlow","Python","Doctoral degree","University courses","Technology","8",120000,"USD",NA
"1971","Male","Germany","57","Scientist/Researcher","Julia","C/C++/C#","Doctoral degree","Self-taught","Academic","7",80000,"EUR",NA
"1972","Male","United Kingdom","28","Data Scientist","TensorFlow","Scala","Doctoral degree","Kaggle competitions","Military/Security","7",60000,"GBP",NA
"1973","Male","France","26","Data Scientist","TensorFlow","Python","Master's degree","Work","Mix of fields","9",45000,"EUR",NA
"1974","Male","United States","40","Data Scientist","Google Cloud Compute","Python","Doctoral degree","Work","Academic","9",108000,"USD",NA
"1975","Male","Italy","27","Data Scientist","TensorFlow","Python","Master's degree","University courses","Mix of fields","9",36000,"EUR",NA
"1976","Female","United States","31","Scientist/Researcher","SQL","SQL","Doctoral degree","Work","Academic","1 - Highly Dissatisfied",47500,"USD",NA
"1977","Male","United States","46","Data Scientist","DataRobot","Python","Some college/university study without earning a bachelor's degree","Self-taught","Technology","8",135000,"USD",NA
"1978","Male","United States","48","Data Analyst","Microsoft Azure Machine Learning","R","Master's degree","University courses","Insurance","1 - Highly Dissatisfied",130000,"USD",NA
"1979","Male","India","32","Computer Scientist","TensorFlow","Python","Bachelor's degree","Online courses (coursera, udemy, edx, etc.)","Technology","8",2000000,"INR",NA
"1980","Male","United States","37","Other","Python","Python","Master's degree","Kaggle competitions","Insurance","6",175000,"USD",NA
"1981","Male","Germany","37","Scientist/Researcher","R","R","Doctoral degree","Online courses (coursera, udemy, edx, etc.)","Academic","9",100000,"EUR",NA
"1982","Male","Singapore","26","Researcher","TensorFlow","R","Bachelor's degree","Online courses (coursera, udemy, edx, etc.)","Government","1 - Highly Dissatisfied",60000,"SGD",NA
"1983","Male","Taiwan","45","Software Developer/Software Engineer","Microsoft Azure Machine Learning","Python","Master's degree","Online courses (coursera, udemy, edx, etc.)","Manufacturing","5",3000000,"TWD",NA
"1984","Male","India","29","Data Scientist","I don't plan on learning a new tool/technology","R","Master's degree","Work","Insurance","8",1800000,"INR",NA
"1985","Male","United States","46","Data Scientist","Spark / MLlib","R","Bachelor's degree","University courses","Internet-based","6",180000,"USD",NA
"1986","Female","Switzerland","57","Scientist/Researcher","TensorFlow","Python","Doctoral degree","Self-taught","Academic","8",100000,"CHF",NA
"1987","Male","Russia","39","Software Developer/Software Engineer","Google Cloud Compute","Python","Master's degree","Work","Technology","8",1700000,"RUB",NA
"1988","Male","United States","60","Software Developer/Software Engineer","TensorFlow","Python","Master's degree","University courses","Internet-based","8",75000,"USD",NA
"1989","Male","United States","29","Data Analyst","DataRobot","Python","Master's degree","Online courses (coursera, udemy, edx, etc.)","Retail","10 - Highly Satisfied",92000,"USD",NA
"1990","Male","Other","51","Data Scientist","IBM Watson / Waton Analytics","R","Master's degree","Self-taught","Financial","6",130000,"EUR",NA
"1991","Male","Ukraine","21","Data Analyst","Tableau","R","Bachelor's degree","Online courses (coursera, udemy, edx, etc.)","Telecommunications","7",360000,"UAH",NA
"1992","Male","United States","31","Researcher","TensorFlow","Python","Doctoral degree","University courses","Academic","10 - Highly Satisfied",85000,"USD",NA
"1993","Male","United Kingdom","41","Other","R","R","Bachelor's degree","Online courses (coursera, udemy, edx, etc.)","Government","6",55000,"GBP",NA
"1994","Male","Chile","25","Data Scientist","Tableau","Python","Bachelor's degree","University courses","Military/Security","7",6000000,"CLP",NA
"1995","Male","United States","36","Predictive Modeler","Python","Python","Master's degree","Online courses (coursera, udemy, edx, etc.)","Insurance","7",210000,"USD",NA
"1996","Male","France","24","Data Scientist","Other","Python","Master's degree","Self-taught","Technology","8",24000,"EUR",NA
"1997","Male","Germany","48","Data Scientist","Amazon Machine Learning","Python","Bachelor's degree","Online courses (coursera, udemy, edx, etc.)","Technology","9",93000,"EUR",NA
"1998","Female","United States","27","Data Scientist","TensorFlow","R","Master's degree","University courses","Retail","7",83200,"USD",NA
"1999","Male","Canada","43","Machine Learning Engineer","TensorFlow","Python","Bachelor's degree","Work","Internet-based","9",140000,"CAD",NA
"2000","Male","Other","27","Programmer","NoSQL","C/C++/C#","Master's degree","University courses","Mix of fields","1 - Highly Dissatisfied",10000,"EUR",NA
"2001","Female","United States","47","Data Miner","Amazon Machine Learning","SQL","Master's degree","Self-taught","Financial","7",67500,"USD",NA
"2002","Male","Spain","26","Statistician","Hadoop/Hive/Pig","Python","Master's degree","Online courses (coursera, udemy, edx, etc.)","Hospitality/Entertainment/Sports","6",27000,"EUR",NA
"2003","Male","United States","33","Other","Other","R","Bachelor's degree","University courses","Insurance","7",95000,"USD",NA
"2004","Male","Russia","33","Other","Other","Python","Master's degree","Self-taught","Mix of fields","5",600000,"RUB",NA
"2005","Male","India","35","Business Analyst","Python","Python","Bachelor's degree","Self-taught","Financial","5",40000,"USD",NA
"2006","Male","Czech Republic","25","Data Miner","Other","Python","Bachelor's degree","Online courses (coursera, udemy, edx, etc.)","Internet-based","7",100000,"CZK",NA
"2007","Male","India","36","Statistician","IBM Watson / Waton Analytics","Python","Doctoral degree","University courses","Financial","7",4500000,"INR",NA
"2008","Male","Mexico","41","Other","TensorFlow","Python","Professional degree","Self-taught","Technology","9",1300000,"MXN",NA
"2009","Male","United States","32","Software Developer/Software Engineer","Hadoop/Hive/Pig","Java","Master's degree","Self-taught","Financial","5",85000,"USD",NA
"2010","Male","United States","41","Other","Other","Python","Master's degree","Online courses (coursera, udemy, edx, etc.)","Pharmaceutical","8",240000,"USD",NA
"2011","Male","Brazil","22","DBA/Database Engineer","Hadoop/Hive/Pig","Python","Bachelor's degree","University courses","Technology","9",60000,"BRL",NA
"2012","Female","Nigeria","26","Data Analyst","Hadoop/Hive/Pig","R","Master's degree","University courses","Mix of fields","7",135000,"NGN",NA
"2013","Female","United States","34","Data Scientist","TensorFlow","Python","Master's degree","University courses","Government","10 - Highly Satisfied",110000,"USD",NA
"2014","Male","Germany","49","Data Analyst","Other","SQL","Master's degree","Work","Financial","7",100000,"EUR",NA
"2015","Male","United States","52","Other","Other","SQL","Doctoral degree","University courses","Other","5",0,"USD",NA
"2016","Female","United States","47","Statistician","NoSQL","R","Doctoral degree","University courses","Hospitality/Entertainment/Sports","10 - Highly Satisfied",175000,"USD",NA
"2017","Female","United States","41","Data Scientist","TensorFlow","R","Some college/university study without earning a bachelor's degree","Other","Non-profit","6",120000,"USD",NA
"2018","Male","France","32","Data Scientist","Spark / MLlib","R","Doctoral degree","Online courses (coursera, udemy, edx, etc.)","Other","9",50000,"EUR",NA
"2019","Male","Other","23","Machine Learning Engineer","Other","Python","Bachelor's degree","Online courses (coursera, udemy, edx, etc.)","Financial","6",15000,"EUR",NA
"2020","Male","Other","26","Engineer","MATLAB/Octave","SQL","Master's degree","University courses","Academic","4",100000,"BIF",NA
"2021","Male","United States","38","Data Scientist","Microsoft R Server (Formerly Revolution Analytics)","Python","Doctoral degree","University courses","Military/Security","9",180000,"USD",NA
"2023","Male","France","49","Engineer","TensorFlow","Python","Doctoral degree","Online courses (coursera, udemy, edx, etc.)","Financial","8",60000,"EUR",NA
"2024","Male","United States","38","Data Scientist","Impala","Python","Doctoral degree","University courses","Technology","9",150000,"USD",NA
"2025","Male","United States","26","Data Analyst","Other","Python","Bachelor's degree","Online courses (coursera, udemy, edx, etc.)","Non-profit","5",50000,"USD",NA
"2026","Male","Poland","56","Programmer","TensorFlow","R","Master's degree","Self-taught","Academic","10 - Highly Satisfied",60000,"PLN",NA
"2027","Male","India","26","Data Scientist","TensorFlow","Python","Master's degree","Self-taught","Financial","8",2000000,"INR",NA
"2028","Male","United States","34","Other","Microsoft Azure Machine Learning","Python","Doctoral degree","Self-taught","Technology","10 - Highly Satisfied",195000,"USD",NA
"2029","Female","United States","41","Other","Spark / MLlib","Python","Doctoral degree","Self-taught","Other","8",140000,"USD",NA
"2030","Male","United States","31","Data Scientist","Hadoop/Hive/Pig","Python","Bachelor's degree","Online courses (coursera, udemy, edx, etc.)","Insurance","8",95000,"USD",NA
"2031","Male","Spain","47","Other","Microsoft R Server (Formerly Revolution Analytics)","R","Master's degree","Self-taught","Other","10 - Highly Satisfied",100000,"EUR",NA
"2032","Male","United States","27","Data Scientist","Hadoop/Hive/Pig","Python","Master's degree","University courses","Financial","7",70000,"USD",NA
"2033","Male","Other","52","Operations Research Practitioner","Microsoft Azure Machine Learning","R","Master's degree","Online courses (coursera, udemy, edx, etc.)","Manufacturing","7",36000,"USD",NA
"2034","Male","Russia","23","Data Scientist","Python","C/C++/C#","Bachelor's degree","Online courses (coursera, udemy, edx, etc.)","Financial","6",30000,"RUB",NA
"2035","Male","United States","30","Data Scientist","Spark / MLlib","Python","Doctoral degree","Online courses (coursera, udemy, edx, etc.)","Technology","10 - Highly Satisfied",150000,"USD",NA
"2036","Male","Italy","33","Other","Microsoft Excel Data Mining","R","Bachelor's degree","Online courses (coursera, udemy, edx, etc.)","Other","5",30000,"EUR",NA
"2037","Female","United States","33","Scientist/Researcher","IBM Watson / Waton Analytics","Python","Doctoral degree","Online courses (coursera, udemy, edx, etc.)","Academic","9",55900,"USD",NA
"2038","Male","India","30","Predictive Modeler","I don't plan on learning a new tool/technology","R","Professional degree","Work","Insurance","5",1300000,"INR",NA
"2039","Male","United States","40","Engineer","R","SQL","Bachelor's degree","Work","Non-profit","8",103000,"USD",NA
"2040","Male","United Kingdom","30","Scientist/Researcher","Amazon Web services","Python","Doctoral degree","Online courses (coursera, udemy, edx, etc.)","Academic","1 - Highly Dissatisfied",42000,"GBP",NA
"2041","Male","Russia","21","Predictive Modeler","C/C++","Python","Some college/university study without earning a bachelor's degree","Self-taught","Mix of fields","8",40000,"RUB",NA
"2042","Female","United States","29","Data Scientist","Other","Python","Master's degree","Work","Technology","6",150000,"USD",NA
"2043","Male","United States","25","Data Analyst","Hadoop/Hive/Pig","Python","Master's degree","Self-taught","Technology","6",82500,"USD",NA
"2044","Male","United States","25","Data Scientist","R","Python","Master's degree","Self-taught","Internet-based","5",100000,"USD",NA
"2045","Male","United States","30","Data Scientist","Spark / MLlib","Python","Master's degree","Self-taught","Technology","9",130000,"USD",NA
"2046","Male","Russia","60","Machine Learning Engineer","TensorFlow","Python","Doctoral degree","Self-taught","Telecommunications","6",200000,"RUB",NA
"2047","Female","United States","24","Software Developer/Software Engineer","Amazon Machine Learning","Python","Master's degree","University courses","Technology","9",140000,"USD",NA
