Count,Phat
99,0.495
101,0.505
99,0.495
98,0.49
109,0.545
84,0.42
101,0.505
91,0.455
87,0.435
107,0.535
91,0.455
100,0.5
100,0.5
98,0.49
93,0.465
108,0.54
126,0.63
82,0.41
107,0.535
104,0.52
96,0.48
108,0.54
95,0.475
100,0.5
95,0.475
110,0.55
96,0.48
94,0.47
94,0.47
113,0.565
103,0.515
105,0.525
101,0.505
98,0.49
97,0.485
112,0.56
95,0.475
110,0.55
105,0.525
102,0.51
94,0.47
93,0.465
97,0.485
100,0.5
104,0.52
107,0.535
104,0.52
103,0.515
98,0.49
88,0.44
123,0.615
101,0.505
88,0.44
112,0.56
104,0.52
110,0.55
111,0.555
93,0.465
96,0.48
108,0.54
98,0.49
89,0.445
97,0.485
98,0.49
104,0.52
90,0.45
105,0.525
96,0.48
101,0.505
99,0.495
110,0.55
100,0.5
114,0.57
112,0.56
106,0.53
101,0.505
93,0.465
78,0.39
107,0.535
102,0.51
106,0.53
99,0.495
118,0.59
100,0.5
97,0.485
107,0.535
109,0.545
109,0.545
106,0.53
95,0.475
87,0.435
85,0.425
107,0.535
105,0.525
97,0.485
98,0.49
102,0.51
101,0.505
104,0.52
110,0.55
100,0.5
96,0.48
93,0.465
98,0.49
109,0.545
96,0.48
106,0.53
107,0.535
116,0.58
101,0.505
107,0.535
111,0.555
91,0.455
92,0.46
103,0.515
89,0.445
99,0.495
100,0.5
103,0.515
102,0.51
96,0.48
102,0.51
94,0.47
96,0.48
105,0.525
99,0.495
99,0.495
97,0.485
97,0.485
102,0.51
115,0.575
93,0.465
107,0.535
111,0.555
104,0.52
112,0.56
100,0.5
101,0.505
89,0.445
92,0.46
104,0.52
103,0.515
110,0.55
90,0.45
102,0.51
103,0.515
99,0.495
103,0.515
102,0.51
94,0.47
100,0.5
85,0.425
104,0.52
115,0.575
117,0.585
104,0.52
98,0.49
97,0.485
91,0.455
92,0.46
111,0.555
99,0.495
104,0.52
101,0.505
99,0.495
101,0.505
101,0.505
104,0.52
103,0.515
93,0.465
104,0.52
114,0.57
102,0.51
96,0.48
91,0.455
101,0.505
109,0.545
88,0.44
95,0.475
95,0.475
99,0.495
95,0.475
98,0.49
98,0.49
96,0.48
88,0.44
90,0.45
98,0.49
105,0.525
103,0.515
106,0.53
108,0.54
109,0.545
106,0.53
86,0.43
96,0.48
112,0.56
98,0.49
108,0.54
102,0.51
98,0.49
96,0.48
105,0.525
104,0.52
103,0.515
103,0.515
99,0.495
92,0.46
112,0.56
98,0.49
101,0.505
89,0.445
95,0.475
99,0.495
107,0.535
100,0.5
89,0.445
97,0.485
99,0.495
104,0.52
100,0.5
102,0.51
97,0.485
94,0.47
107,0.535
100,0.5
91,0.455
95,0.475
114,0.57
90,0.45
103,0.515
113,0.565
99,0.495
91,0.455
106,0.53
102,0.51
98,0.49
100,0.5
90,0.45
108,0.54
104,0.52
109,0.545
93,0.465
88,0.44
95,0.475
112,0.56
97,0.485
95,0.475
103,0.515
107,0.535
108,0.54
96,0.48
94,0.47
99,0.495
98,0.49
93,0.465
109,0.545
94,0.47
107,0.535
109,0.545
104,0.52
98,0.49
106,0.53
96,0.48
89,0.445
89,0.445
98,0.49
102,0.51
98,0.49
95,0.475
107,0.535
94,0.47
101,0.505
94,0.47
95,0.475
109,0.545
98,0.49
86,0.43
94,0.47
97,0.485
88,0.44
96,0.48
94,0.47
95,0.475
100,0.5
87,0.435
107,0.535
107,0.535
89,0.445
94,0.47
107,0.535
89,0.445
105,0.525
88,0.44
91,0.455
100,0.5
88,0.44
95,0.475
100,0.5
94,0.47
101,0.505
106,0.53
93,0.465
92,0.46
94,0.47
101,0.505
102,0.51
110,0.55
99,0.495
97,0.485
104,0.52
100,0.5
98,0.49
103,0.515
109,0.545
90,0.45
102,0.51
100,0.5
103,0.515
92,0.46
99,0.495
101,0.505
101,0.505
97,0.485
111,0.555
102,0.51
89,0.445
95,0.475
104,0.52
106,0.53
93,0.465
92,0.46
97,0.485
107,0.535
90,0.45
112,0.56
105,0.525
